GeneSymbol	D3_ISO7_IEL_1	D3_ISO7_IEL_2	D4_ISO7_IEL_1	D4_ISO7_IEL_2
PLCE1-AS1	0	0	0	0
A1BG-AS1	0	0	0	0
ENSG00000268896	0	0	0	0
CSAG2	0	0	0	0
ENSG00000268903	0	0	0	0
ENSG00000268906	0	0	0	0
VN1R92P_ENSG00000268908	0	0	0	0
ENSG00000268912	0	0	0	0
CSAG3	0	0	0	0
ENSG00000268922	0	0	0	0
ENSG00000268926	0	0	0	0
ENSG00000268931	0	0	0	0
ENSG00000268938	0	0	0	0
CT45A1	0	0	0	0
LINC01711	0	0	0	0
CKS1BP3_ENSG00000268942	0	0	0	0
ENSG00000268945	0	0	0	0
ENSG00000268947	0	0	0	0
MRPS17P1_ENSG00000268949	0.06	13.4	0	0
CDRT15P7_ENSG00000268951	0	0	0	0
ENSG00000268957	0	0	0	0
ERVV-2	0	0	0	0
ENSG00000268967	0	0	0	0
ENSG00000268970	0	0	0	0
MIA-RAB4B_ENSG00000268975	0	0	0	0
ENSG00000268981	0	0	0	0
AC005253.2	0	0	0	0
ENSG00000268985	0	0	0	0
ENSG00000268987	0	0	0	0
SPANXN2	0	0	0	0
CDC42EP3P1_ENSG00000268992	0	0	0	0
RPL22P6_ENSG00000268993	0	0	0	0
FAM236B	0	0	0	0
VN1R82P_ENSG00000268995	0	0	0	0
MAN1B1-DT	8.51	0	0	0
DNAJC19P3_ENSG00000268997	0	0	0	0
ZNF818P_ENSG00000269001	0	0	0	0
SLC6A21P_ENSG00000269009	0	0	0	0
KRT18P40_ENSG00000269012	0	0	0	0
ENSG00000269014	0	0	0	0
HOMER3-AS1	0	0	0	0
SIGLEC24P_ENSG00000269021	0	0	0	0
ENSG00000269025	0	0	0	0
ENSG00000269026	0	0	0	0
ENSG00000269032	0	0	0	0
ENSG00000269035	0	0	0	0
LINC01838	0	0	0	0
AP001462.1	0	0	0	0
BNIP3P24_ENSG00000269040	0	0	0	0
ENSG00000269043	0	0	0	0
ENSG00000269044	0	0	0	0
ENSG00000269050	0	0	0	0
ENSG00000269053	0	0	0	0
AC012313.6	0	0	0	0
BNIP3P18_ENSG00000269055	0	0	0	0
CALR3	0	0	0	0
ENSG00000269066	0	0	0	0
ZNF728	0	0	0	0
ENSG00000269068	0	0	0	0
ENSG00000269069	0	0	0	0
ENSG00000269072	0	0	0	0
ENSG00000269082	0	0	0	0
ENSG00000269085	0	0	0	0
AC008555.2	0	0	0	0
ENSG00000269091	0	0	0	0
ENSG00000269095	0	0	0	0
CT45A3	0	0	0	0
TPRG1LP1_ENSG00000269097	0	0	0	0
LSP1P1_ENSG00000269099	0	0	0	0
ENSG00000269102	0	0	0	0
ENSG00000269103	0	0	0	0
ENSG00000269106	0	0	0	0
ENSG00000269107	0	0	0	0
ENSG00000269110	0	0	0	0
TRABD2B	0	2.93	0	0
FAM90A28P_ENSG00000269118	0	0	0	0
HNRNPA1P52_ENSG00000269119	0	0	0	0
ENSG00000269124	0	0	0	0
ENSG00000269125	0	0	0	0
ENSG00000269130	0	0	0	0
BRI3BPP1_ENSG00000269136	0	0	0	0
ZNF209P_ENSG00000269138	0	0	0	0
ENSG00000269139	0	74.27	0	0
AC007192.2	0	0	0	0
ENSG00000269148	0	0	0	0
ENSG00000269151	0	0	0	0
LYPLA2P2_ENSG00000269153	0	0	0	0
BNIP3P13_ENSG00000269154	0	0	0	0
ENSG00000269155	0	13.74	0	0
ENSG00000269161	0	0	0	0
ENSG00000269172	0	0	0	0
ENSG00000269176	0	0	0	0
ENSG00000269177	0	0	0	0
ENSG00000269179	0	0	0	0
ENSG00000269181	0	0	0	0
LINC01082	0	0	0	0
ENSG00000269188	0	0	0	0
ENSG00000269189	0	0	0	0
FBXO17	0	0	0	0
ENSG00000269191	0	0	0	0
ENSG00000269194	0	0	0	0
ENSG00000269210	0	34.37	0	0
LINC00528	0	0	0	0
TMSB15B_ENSG00000269226	0	0	0	0
RPS27AP19_ENSG00000269228	0	0	0	0
ZNF350-AS1	5.07	0	0	0
ENSG00000269236	0	0	0	0
ENSG00000269237	0	0	0	0
ENSG00000269242	0	0	0	0
ENSG00000269243	0	0	0	0
RPL23AP78_ENSG00000269244	0	0	0	0
ENSG00000269246	0	0	0	0
SIGLEC21P_ENSG00000269253	0	0	0	0
ENSG00000269256	0	0	0	0
DNAJC19P2_ENSG00000269266	0	0	0	0
ENSG00000269271	0	0	0	0
ENSG00000269274	0	0	0	0
ENSG00000269275	0	0	0	0
S100A11P8_ENSG00000269281	0	0	0	0
ENSG00000269288	0	0	0	0
ENSG00000269289	0	0	0	0
ENSG00000269292	0	0	0	0
ZSCAN16-AS1	10.42	0	0	0
ENSG00000269296	0	0	0	0
ENSG00000269300	0	0	0	0
AC020907.3	0	0	0	0
FKBP1AP1_ENSG00000269304	0	0	0	0
ENSG00000269307	7.02	21.09	0	0
MAGIX	0	0	0	0
RAD54L2P1_ENSG00000269316	0	0	0	0
ENSG00000269318	0	0	0	0
VN1R93P_ENSG00000269320	0	0	0	0
ENSG00000269321	0	0	0	0
GOLGA2P9_ENSG00000269332	0	0	0	0
IKBKG	5.71	0.48	0	239.28
ZNF587B	25.18	3.92	0	0
VN1R85P_ENSG00000269345	0	0	0	0
ENSG00000269349	0	0	0	0
ENSG00000269350	0	0	0	0
PTOV1-AS2	0	0	0	0
ENSG00000269353	0	0	0	0
ENSG00000269354	0	0	0	0
ENSG00000269356	0	0	0	0
LINC01233	0	0	0	0
ENSG00000269365	0	0	0	0
ENSG00000269371	0	0	0	0
ENSG00000269373	0	0	0	0
ENSG00000269374	4.34	0	0	0
ENSG00000269376	0	0	0	0
ITGB1P1_ENSG00000269378	0	0	0	0
CYCSP7_ENSG00000269383	0	0	0	0
ENSG00000269385	0	0	0	0
RAB11B-AS1	0	0	0	0
ENSG00000269387	0	0	0	0
ENSG00000269388	0	0	0	0
ENSG00000269391	0	0	0	0
ENSG00000269392	0	0	0	0
ENSG00000269397	0	0	0	0
ENSG00000269399	0	0	0	0
ENSG00000269400	0	0	0	0
ENSG00000269403	0	0	0	0
SPIB	0	0	0	0
NXF2	0	0	0	0
LINC01224	0	0	0	0
ENSG00000269419	0	0	0	0
PLA2G4C-AS1	0	0	0	0
ENSG00000269421	0	0	0	0
ENSG00000269425	0	0	0	0
ENSG00000269427	0	0	0	0
BNIP3P8_ENSG00000269431	0	0	0	0
OPN1MW3	0	0	0	0
NXF2B	0	0	0	0
AC010618.3	0	0	0	0
ENSG00000269444	0	0	0	0
ENSG00000269445	0	0	0	0
ENSG00000269446	0	0	0	0
ENSG00000269458	0	0	0	0
ENSG00000269460	0	0	0	0
ENSG00000269463	0	0	0	0
H3.Y	19.29	0	0	0
ENSG00000269469	0	0	0	0
ENSG00000269471	0	0	0	0
AC012313.8	0	0	0	0
ENSG00000269475	0	0.51	0	0
ENSG00000269476	0	0	0	0
ENSG00000269480	0	0	0	0
ENSG00000269481	0	0	0	0
ENSG00000269482	0	80.11	0	0
ENSG00000269483	0	0	0	0
ERVK9-11	0	0	0	0
ENSG00000269487	0	0	0	0
ENSG00000269489	0	0	0	0
ENSG00000269495	0	0	0	0
DMRTC1	0	0	0	0
ENSG00000269504	0	0	0	0
ZNF92P2_ENSG00000269505	0	0	0	0
ENSG00000269506	5.93	0	0	0
BNIP3P34_ENSG00000269509	0	0	0	0
ENSG00000269514	0	0	0	0
CYP4F23P_ENSG00000269516	0	0	0	0
ENSG00000269519	0	0	0	0
ENSG00000269524	0	0	0	0
ERVV-1	0	0	0	0
ENSG00000269533	0	0	0	0
ENSG00000269534	0	0	0	0
ENSG00000269535	0	0	0	0
ENSG00000269540	0	0	0	0
ENSG00000269543	0	0	0	0
CLIC4P2_ENSG00000269546	0	0	0	0
ENSG00000269547	0	0	0	0
OR7A8P_ENSG00000269552	0	44.89	0	0
ENSG00000269553	0	0	0	0
TMEM185A	0	19.12	0	172.47
ENSG00000269559	0	0	0	0
ENSG00000269560	0	0	0	0
ENSG00000269564	0	0	0	0
GPR32P1_ENSG00000269565	0	0	0	0
ENSG00000269570	0	0	0	0
MTDHP5_ENSG00000269575	0	0	0	0
HNRNPMP2_ENSG00000269576	0	0	0	0
ENSG00000269578	0	0	0	0
SIGLEC27P_ENSG00000269580	0	0	0	0
ENSG00000269583	0	0	0	0
CRIPTOP7_ENSG00000269584	0	0	0	0
CT45A10	0	0	0	0
ENSG00000269588	0	0	0	0
ENSG00000269590	0	0	0	0
ENSG00000269599	0	0	0	0
ENSG00000269600	0	0	0	0
ENSG00000269604	5.49	0	0	0
OSTCP3_ENSG00000269608	0	0	0	0
RPARP-AS1	4.97	11.29	0	0
MTDHP2_ENSG00000269615	0	0	0	0
ENSG00000269621	0	0	0	0
TP53TG3HP_ENSG00000269622	0	0	0	0
ENSG00000269635	0	0	0	0
RPL12P41_ENSG00000269637	0	0	0	0
AC010487.2	0	0	0	0
ENSG00000269651	0	0	0	0
ENSG00000269652	0	0	0	0
ENSG00000269653	0	0	0	0
NOP53-AS1	0	0	0	0
BNIP3P39_ENSG00000269662	0	0	0	0
ENSG00000269667	0	0	0	0
OR7A18P_ENSG00000269678	0	0	0	0
ENSG00000269680	0	0	0	0
ENSG00000269681	0	0	0	0
ENSG00000269688	0	0	0	0
FKBP4P2_ENSG00000269692	27.96	0	0	0
ENSG00000269693	0	0	0	0
ENSG00000269694	0	0	0	0
AC005498.3	0	0	0	0
ZIM2	0	0	0	0
ENSG00000269706	0	0	0	0
ENSG00000269707	0	0	0	0
ENSG00000269711	0	0	0	0
NBPF9	23.53	3.75	0	8.32
CCDC194	0	0.54	0	0
ENSG00000269729	0	0	0	0
WBP1LP7_ENSG00000269732	0	0	0	0
ENSG00000269736	0	0	0	0
ENSG00000269737	0	0	0	0
ENSG00000269741	0	0	0	0
BNIP3P29_ENSG00000269742	0	0	0	0
SLC25A53	0	180.22	0	0
ENSG00000269745	0	0	0	0
ENSG00000269749	0	0	0	0
ENSG00000269752	0	0	0	0
ENSG00000269755	0	0	0	0
ENSG00000269758	0	0	0	0
ENSG00000269761	0	0	0	0
EXOSC3P2_ENSG00000269763	0	0	0	0
ENSG00000269765	0	0	0	0
DPPA5P1_ENSG00000269776	0	0	0	0
ENSG00000269779	0	0	0	0
MIR1470_ENSG00000269782	0	0	0	0
ENSG00000269786	0	0	0	0
OR7A3P_ENSG00000269787	0	0	0	0
SSX4B	0	0	0	0
ENSG00000269792	0	0	0	0
ZIM2-AS1_ENSG00000269793	0	0	0	0
ENSG00000269794	0	0	0	0
ENSG00000269796	0	0	0	0
ENSG00000269799	0	0	0	0
PLEKHA3P1_ENSG00000269800	0	0	0	0
ENSG00000269802	0	0	0	0
BICRA-AS1	0	0	0	0
ENSG00000269807	0	0	0	0
SCGB2B3P_ENSG00000269811	0	0	0	0
ENSG00000269813	0	0	0	0
ENSG00000269815	0	0	0	0
KCNQ1OT1	2.54	3.77	0	0
ENSG00000269825	0.18	0	0	0
ENSG00000269826	0	0	0	0
ENSG00000269833	0	0	0	0
ZNF528-AS1	0	0	0	0
ENSG00000269836	0	0	0	0
IPO5P1_ENSG00000269837	0	0	0	0
ENSG00000269839	0	0	0	0
ENSG00000269842	0	0	0	0
ENSG00000269843	0	0	0	0
CCNYL6_ENSG00000269845	0	0	0	0
ENSG00000269846	23.55	0	0	0
ENSG00000269848	0	0	0	0
RNF225	0	0	0	0
EGLN2	8.23	77.85	0	0
AC008735.3	0	0	0	0
ENSG00000269867	0	0	0	0
ENSG00000269873	0	0	0	0
ENSG00000269877	0	0	0	0
ENSG00000269883	0	0	0	0
VN1R79P_ENSG00000269885	0	0	0	0
ENSG00000269886	0	0	0	0
ENSG00000269887	0	0	0	0
ENSG00000269888	6.75	0	0	0
ENSG00000269889	0	0	0	0
ARHGAP19-SLIT1_ENSG00000269891	0	45.36	0	0
ENSG00000269892	0	0	0	0
SNHG8	75.38	68	0	0
ENSG00000269895	0	0	0	0
ENSG00000269896	0	0	0	0
COMMD3-BMI1_ENSG00000269897	0	0	0	0
ENSG00000269898	0	0	0	0
ENSG00000269901	0	0	0	0
ENSG00000269902	0	0	0	0
ENSG00000269903	0	0	0	0
MAP2K4P1_ENSG00000269904	0	0	0	0
ENSG00000269906	0	0	0	0
PTMAP11_ENSG00000269907	0	0	0	0
ENSG00000269910	0	0	0	0
FAM226B	0	0	0	0
ENSG00000269915	0	0	0	0
ENSG00000269918	0	0	0	0
ENSG00000269919	0	0	0	0
ENSG00000269921	0	0	0	0
ENSG00000269924	0	0	0	0
ENSG00000269925	0	0	0	0
ENSG00000269927	0	0	0	0
AL158152.1	143.7	0	0	0
ENSG00000269930	0	0	0	0
ENSG00000269931	0	0	0	0
ENSG00000269934	0	0	0	0
ENSG00000269935	0	0	0	0
ENSG00000269937	0.43	0	0	0
ENSG00000269938	0	0	0	0
PCF11-AS1	0	0	0	0
ENSG00000269940	0	0	0	0
ENSG00000269944	0	0	0	0
ENSG00000269945	0	0	0	0
ENSG00000269947	0	0	0	0
ENSG00000269949	0	0	0	0
ENSG00000269950	0	0	0	0
ENSG00000269951	0	0	0	0
ENSG00000269952	0	0	0	0
ENSG00000269954	0	0	0	0
FMC1-LUC7L2_ENSG00000269955	0	0	0	0
MKNK1-AS1	0	0	0	0
ENSG00000269957	0	0	0	0
ENSG00000269958	0	0	0	0
SPACA6P-AS	0	28.05	0	0
AC010359.2	0	0	0	0
MEI4	0	0	0	0
ENSG00000269967	0	0	0	0
ENSG00000269968	0	0	0	0
ENSG00000269970	0	0	0	0
ENSG00000269971	0	0	0	0
ENSG00000269972	0	0	0	0
ENSG00000269973	17.52	0	0	0
ENSG00000269976	0	0	0	0
ENSG00000269978	0	0	0	0
ENSG00000269980	0	0	0	0
ENSG00000269981	0	0	0	0
ENSG00000269982	4.29	0	0	0
ENSG00000269983	0	0	0	0
ENSG00000269984	0	0	0	0
AL021328.1	120.7	0	0	0
ENSG00000269986	0	0	0	0
ENSG00000269987	0	0	0	0
ENSG00000269989	0	0	0	0
ENSG00000269993	0	0	0	0
AL513318.2	0	0	0	0
ENSG00000269997	0	0	0	0
ENSG00000270000	0	0	0	0
ENSG00000270001	0	0	0	0
ENSG00000270002	0	21.42	0	0
AC010531.6	0	0	0	0
ENSG00000270008	0	0	0	0
ZNF559-ZNF177_ENSG00000270011	102.49	0	0	0
ENSG00000270012	0	0	0	0
ENSG00000270016	0	0	0	0
ENSG00000270017	0	0	0	0
ENSG00000270019	3.44	0.27	0	8.87
ENSG00000270020	0	23.7	0	0
ENSG00000270021	0.11	0	0	0
ENSG00000270022	0	0	0	0
BMS1P7_ENSG00000270025	0	0	0	0
ENSG00000270031	0	0	0	0
ENSG00000270035	0	0	0	0
ENSG00000270036	0	0	0	0
ENSG00000270038	0	112.62	0	0
ENSG00000270039	0	31.86	0	0
ENSG00000270048	0	0	0	0
AC009061.2	117.21	0	0	0
ENSG00000270050	0	0	0	0
ENSG00000270052	0	0	0	0
ENSG00000270055	0	0	0	0
ENSG00000270059	0	0	0	0
ENSG00000270060	0	0	0	0
ENSG00000270061	0	0	0	0
ENSG00000270062	0	0	0	0
ENSG00000270066	0	0	0	0
ENSG00000270068	0	0	0	0
MIR222HG	19.85	13.52	0	62.96
ENSG00000270071	0	16.34	0	0
ENSG00000270072	0	0	0	0
TSPY6P_ENSG00000270073	0	0	0	0
ENSG00000270074	0	0	0	0
ENSG00000270075	0	0	0	0
ENSG00000270076	0	0	0	0
ENSG00000270077	0	0	0	0
ENSG00000270082	0	0	0	0
ENSG00000270083	0	0	0	0
GAS5-AS1	0	0	0	0
ENSG00000270087	0	0	0	0
ENSG00000270090	0	0	0	0
ENSG00000270091	0	0	0	0
ENSG00000270094	0	0	0	0
ENSG00000270095	0	0	0	0
ENSG00000270096	0	0	0	0
LDHAL6EP_ENSG00000270098	14.9	0	0	0
ENSG00000270099	0	0	0	0
ENSG00000270100	0	0	0	0
ENSG00000270103	0	0	0	0
ENSG00000270104	0	0	0	0
TSNAX-DISC1_ENSG00000270106	0	0	0	0
ENSG00000270108	0	0	0	0
ENSG00000270110	0	0	0	0
CELF2-DT	0	1.34	0	0
AC090241.2	0	2.22	0	0
ENSG00000270114	0	0	0	0
ENSG00000270115	0	0	0	0
ENSG00000270116	41.4	1.4	0	0
ENSG00000270117	0	0	0	0
ENSG00000270118	0	0	0	0
ENSG00000270120	0	0	0	0
VTRNA2-1_ENSG00000270123	0	0	0	0
ENSG00000270124	0	0	0	0
ENSG00000270127	0	0	0	0
ENSG00000270130	0	0	0	0
ENSG00000270131	0	0	0	0
ENSG00000270133	0	0	0	0
ENSG00000270135	0	0	0	0
MICOS10-NBL1_ENSG00000270136	0	0	0	0
ENSG00000270137	0	0	0	0
ENSG00000270139	0	0	0	0
ENSG00000270140	0	0	0	0
TERC	0	0	0	0
ENSG00000270147	0	0	0	0
ENSG00000270149	0	0	0	0
ENSG00000270154	0	0	0	0
ENSG00000270157	0	0	0	0
ENSG00000270159	0	0	0	0
LINC01480	0	10.42	0	0
ENSG00000270165	0	0	0	0
ENSG00000270166	0	0	0	0
NCBP2AS2	0	0	0	0
ENSG00000270171	0	0	0	0
ENSG00000270174	0	0	0	0
ENSG00000270175	0	0	0	0
AC104109.2	0	0	0	0
ENSG00000270179	0	0	0	0
BIVM-ERCC5_ENSG00000270181	0	0	0	0
ENSG00000270182	0	0	0	0
ENSG00000270184	0	0	0	0
IGHD1OR15-1B	0	0	0	0
IGKV1OR2-11	0	0	0	0
ENSG00000270190	0	0	0	0
BNIP3P31_ENSG00000270191	0	0	0	0
MRPS35P3_ENSG00000270192	0	0	0	0
ENSG00000270193	0	0	0	0
AC097359.2	0	0	0	0
GTF3C6P3_ENSG00000270196	0	0	0	0
ENSG00000270200	0	0	0	0
ENSG00000270202	0	0	0	0
ENSG00000270204	0	0	0	0
ENSG00000270207	0	0	0	0
ENSG00000270209	0	0	0	0
ENSG00000270210	0	0	0	0
ENSG00000270212	0	0	0	0
ENSG00000270218	0	0	0	0
DUXAP11_ENSG00000270222	0	0	0	0
MTCO2P22_ENSG00000270225	0	127.07	0	0
ENSG00000270226	0	0	0	0
ENSG00000270228	8.59	0	0	0
MTND6P22_ENSG00000270230	0	63.66	0	0
NBPF8_ENSG00000270231	0.39	0.48	0	0
MTCYBP22_ENSG00000270232	0	0	0	0
ENSG00000270234	0	0	0	0
ENSG00000270236	0	0	0	0
ENSG00000270240	0	0	0	0
ENSG00000270241	0	0	0	0
ACTR3BP1_ENSG00000270242	0	0	0	0
ENSG00000270243	0	0	0	0
ENSG00000270244	0	0	0	0
ENSG00000270248	0	0	0	0
ENSG00000270249	0	0	0	0
ENSG00000270251	0	0	0	0
IGKV3OR2-5	0	0	0	0
ENSG00000270255	0	0	0	0
ENSG00000270257	0	0	0	0
DUXAP4_ENSG00000270258	0	0	0	0
ENSG00000270259	0	0	0	0
NDUFB8P2_ENSG00000270264	0	0	0	0
ENSG00000270265	0	0	0	0
CORO1CP1_ENSG00000270268	0	0	0	0
IMMP1LP1_ENSG00000270269	0	0	0	0
BNIP3P10_ENSG00000270270	0	0	0	0
ENSG00000270273	0	0	0	0
TRMT112P7_ENSG00000270275	0	0	0	0
HIST2H4B	0	161.43	0	0
ENSG00000270277	27.53	0	0	0
ENSG00000270279	0	0	0	0
SMIM15P1_ENSG00000270280	0	0	0	0
ENSG00000270281	0	0	0	0
ENSG00000270282	0	0	0	0
RPS27P30_ENSG00000270285	0	0	0	0
ENSG00000270287	0	0	0	0
ENSG00000270289	0	0	0	0
ENSG00000270292	9.56	0	0	0
DPPA3P8_ENSG00000270293	0	0	0	0
XIAPP1_ENSG00000270294	0	0	0	0
STX8P1_ENSG00000270296	0	0	0	0
ENSG00000270299	0	42.5	0	0
PHACTR2P1_ENSG00000270300	0	0	0	0
ENSG00000270301	0	0	0	0
ENSG00000270302	0	0	0	0
ENSG00000270304	0	0	0	0
ENSG00000270306	0	0	0	0
MTATP6P2_ENSG00000270307	0	0	0	0
TEX101P1_ENSG00000270308	0	0	0	0
COX6CP16_ENSG00000270313	0	0	0	0
ENSG00000270314	0	0	0	0
BORCS7-ASMT_ENSG00000270316	0	0	0	0
ENSG00000270317	0	0	0	0
IGHV3OR16-11	0	0	0	0
ENSG00000270321	0	0	0	0
ENSG00000270322	0	0	0	0
ENSG00000270323	0	0	0	0
ENSG00000270324	0	0	0	0
BNIP3P9_ENSG00000270325	0	0	0	0
SMIM15P2_ENSG00000270326	0	0	0	0
ENSG00000270328	0	0	0	0
ENSG00000270330	0	0	0	0
SMC2-AS1	0	0	0	0
ENSG00000270333	0	0	0	0
ENSG00000270335	0	0	0	0
ENSG00000270336	0	0	0	0
PPIAL4H	0	0	0	0
ENSG00000270342	0	0	0	0
UNGP3_ENSG00000270343	0	0	0	0
POC1B-AS1	9.68	6.88	0	0
ENSG00000270347	0	0	0	0
MTND4LP5_ENSG00000270350	0	0	0	0
ENSG00000270352	0	0	0	0
ENSG00000270354	0	0	0	0
IGHV1OR15-4	0	0	0	0
ENSG00000270359	0	0	0	0
ENSG00000270361	0	0	0	0
HMGN3-AS1	0	0	0	0
ADAD1P1_ENSG00000270367	0	0	0	0
ENSG00000270369	0	0	0	0
ATP6V1G1P1_ENSG00000270371	0	0	0	0
ENSG00000270372	0	0	0	0
SMIM11P2_ENSG00000270377	0	0	0	0
ENSG00000270378	0	0	0	0
HEATR9	0	0	0	0
ENSG00000270380	0	0	0	0
ENSG00000270381	0	0	0	0
ENSG00000270382	0	0	0	0
RNU1-154P_ENSG00000270384	0	0	0	0
ENSG00000270385	0	0	0	0
ENSG00000270387	0	73.96	0	0
MTCO3P22_ENSG00000270388	0	0	0	0
SFXN4P1_ENSG00000270390	0	0	0	0
PFN1P2_ENSG00000270392	0	0	0	0
ENSG00000270393	0	0	0	0
MREGP1_ENSG00000270395	0	0	0	0
ENSG00000270397	0	0	0	0
ENSG00000270400	0	0	0	0
ENSG00000270401	0	0	0	0
ENSG00000270402	0	0	0	0
ENSG00000270403	0	0	0	0
ENSG00000270405	0	0	0	0
ENSG00000270409	63.38	0	0	0
ENSG00000270411	0	0	0	0
ENSG00000270412	0	0	0	0
ENSG00000270413	0	0	0	0
DPPA3P3_ENSG00000270415	0	0	0	0
REXO1L4P_ENSG00000270416	0	0	0	0
CAHM	0	1.68	0	0
ENSG00000270421	0	0	0	0
ENSG00000270422	0	0	0	0
ENSG00000270423	0	0	0	0
ENSG00000270424	0	0	0	0
ENSG00000270425	0	0	0	0
ENSG00000270426	0	0	0	0
NRBF2P5_ENSG00000270427	0	0	0	0
KNOP1P2_ENSG00000270429	0	0	0	0
ENSG00000270430	0	0	0	0
PHF5AP4_ENSG00000270431	0	0	0	0
OR7E108P_ENSG00000270432	0	0	0	0
H3P37_ENSG00000270433	0	0	0	0
ENSG00000270434	0	0	0	0
ENSG00000270435	0	0	0	0
ENSG00000270437	0	0	0	0
ENSG00000270440	0	0	0	0
LAMB2P1_ENSG00000270441	0	0	0	0
ENSG00000270442	0	0	0	0
ENSG00000270443	0	0	0	0
AZU1P1_ENSG00000270444	0	0	0	0
COPS5P2_ENSG00000270445	0	0	0	0
RPL34P36_ENSG00000270446	0	0	0	0
ENSG00000270447	0	0	0	0
ENSG00000270449	0	0	0	0
IGKV2OR2-7	0	0	0	0
IGHD4OR15-4B	0	0	0	0
ENSG00000270453	0	0	0	0
PABPC1P5_ENSG00000270455	0	0	0	0
ENSG00000270456	0	0	0	0
ENSG00000270457	0	0	0	0
ENSG00000270458	0	0	0	0
ENSG00000270460	0	0	0	0
ENSG00000270462	146.79	0	0	0
IGHV3OR16-12	0	0	0	0
ENSG00000270469	0	0	0	0
ENSG00000270470	0	0	0	0
IGHV3OR16-9	0	0	0	0
IGHV3-29	0	0	0	0
ENSG00000270475	0	0	0	0
TOMM5P1_ENSG00000270477	0	0	0	0
BNIP3P37_ENSG00000270479	0	0	0	0
ENSG00000270480	0	0	0	0
ENSG00000270482	0	0	0	0
ENSG00000270484	0	0	0	0
ENSG00000270487	0	0	0	0
ENSG00000270488	634.65	0	0	0
ENSG00000270490	0	0	0	0
ENSG00000270491	0	0	0	0
MARK2P3_ENSG00000270492	0	0	0	0
ENSG00000270493	0	0	0	0
ENSG00000270494	0	0	0	0
ENSG00000270495	0	0	0	0
BNIP3P7_ENSG00000270496	0	0	0	0
ENSG00000270497	0	0	0	0
MKI67P1_ENSG00000270499	0	0	0	0
COX6CP4_ENSG00000270500	0	0	0	0
YTHDF2P1_ENSG00000270503	0	0	0	0
ENSG00000270504	0	0	0	0
IGHV1OR15-1	0	0	0	0
DPPA3P5_ENSG00000270506	66.31	0	0	0
ENSG00000270507	0	0	0	0
ENSG00000270509	0	0	0	0
ENSG00000270510	0	0	0	0
ENSG00000270512	0	0	0	0
ENSG00000270513	0	0	0	0
ENSG00000270516	0	0	0	0
ENSG00000270518	0	0	0	0
ENSG00000270521	0	0	0	0
ENSG00000270522	0	0	0	0
QTRT1P1_ENSG00000270524	0	0	0	0
SNRPGP19_ENSG00000270526	0	0	0	0
FAM133EP_ENSG00000270528	0	0	0	0
CSTBP1_ENSG00000270531	0	0	0	0
PEBP1P2_ENSG00000270532	0	0	0	0
ENSG00000270533	0	0	0	0
ELOCP34_ENSG00000270535	0	0	0	0
GCSHP6_ENSG00000270538	0	0	0	0
ENSG00000270540	0	0	0	0
ENSG00000270541	0	0	0	0
ENSG00000270542	0	0	0	0
LINC01235	0	0	0	0
ENSG00000270549	0	0	0	0
IGHV3-30	0	0	0	0
DUXAP3_ENSG00000270552	0	0	0	0
ENSG00000270553	0	229.79	0	0
EIF3EP4_ENSG00000270554	0	0	0	0
ENSG00000270555	0	0	0	0
ENSG00000270557	0	0	0	0
ENSG00000270558	0	0	0	0
APOOP1_ENSG00000270560	0	0	0	0
AC097634.1	0	8.67	0	0
ENSG00000270569	0	0	0	0
ENSG00000270570	0	0	0	0
ENSG00000270571	0	0	0	0
ENSG00000270574	0	0	0	0
ENSG00000270575	0	0	0	0
ENSG00000270576	0	0	0	0
ENSG00000270577	0	0	0	0
ENSG00000270578	0	0	0	0
ENSG00000270583	0	0	0	0
ENSG00000270584	0	0	0	0
SNX2P1_ENSG00000270585	0	0	0	0
FAM136DP_ENSG00000270587	0	0	0	0
ENSG00000270588	0	0	0	0
ENSG00000270589	0	0	0	0
ENSG00000270591	0	0	0	0
ENSG00000270593	0	0	0	0
ENSG00000270598	0	0	0	0
PRAMEF5	0	0	0	0
HCG17	0	0	0	0
ENSG00000270605	0	0	0	0
PPIAP52_ENSG00000270606	0	0	0	0
AC009549.1	0	0	0	0
ENSG00000270610	0	0	0	0
ENSG00000270611	0	0	0	0
ENSG00000270612	0	0	0	0
ENSG00000270614	0	0	0	0
SGO1P1_ENSG00000270615	0	0	0	0
URGCP-MRPS24_ENSG00000270617	0	0	0	0
ENSG00000270618	0	0	0	0
ENSG00000270619	0	0	0	0
ENSG00000270620	0	0	0	0
SPCS2P2_ENSG00000270623	0	0	0	0
ENSG00000270624	0	0	0	0
NUDT19P6_ENSG00000270625	0	0	0	0
ENSG00000270627	0	186.8	0	0
NBPF14	0.09	14.78	0	0.1
ENSG00000270631	0	0	0	0
ENSG00000270632	0	0	0	0
ENSG00000270634	0	0	0	0
ENSG00000270638	0	0	0	0
ECM1P1_ENSG00000270639	0	0	0	0
ENSG00000270640	0	0	0	0
TSIX	3.37	5.13	0	0
ENSG00000270646	0	0	0	0
TAF15	417	382.17	0	201.51
CYP2C61P_ENSG00000270648	0	0	0	0
DPRXP5_ENSG00000270652	0	0	0	0
NUTF2P8_ENSG00000270654	0	0	0	0
ENSG00000270655	0	0	0	0
ENSG00000270659	9.12	0	0	0
ENSG00000270661	0	0	0	0
ENSG00000270664	0	0	0	0
