GeneSymbol	D4_ISO1_LP_1	D4_ISO1_LP_2	D4_INT_LP_PI_1	D4_INT_LP_PI_2	D4_INT_LP_LPS_1	D4_INT_LP_LPS_2	D4_INT_LP_5OP_1	D4_INT_LP_5OP_2	D4_INT_LP_C_1	D4_INT_LP_C_2	D4_ISO6_LP_1	D4_ISO6_LP_2
ENSG00000278239	0	0	0	0	0	0	0	2.31	0	0	0	0
RN7SL725P_ENSG00000278242	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA2_ENSG00000278249	19.82	670.26	0	0	0	8.77	0	0	150.28	0	227.53	0
ENSG00000278250	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278254	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278256	0	0	0	0	2225.37	0	0	0	0	0	0	0
MYO19	0.08	0	5.4	0.31	38.89	39.54	0	0	30.33	0	0.01	8.52
SNORD1A_ENSG00000278261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278263	0	0	0	0	0	0	0	0	0	0	0	0
MIR6803_ENSG00000278264	0	0	0	0	0	0	0	0	0	0	0	0
MIR6770-1_ENSG00000278265	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278266	0	0	0	0	0	0	0	0	0	0	0	0
MIR6859-1_ENSG00000278267	0	0	0	0	0	0	0	0	0	0	0	0
KMT2CP1_ENSG00000278273	0	0	0	0	0	0	0	0	0	0	0	0
SNORA61_ENSG00000278274	0	0	844.01	0	0	0	0	2918.42	51.3	0	0	0
ENSG00000278275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278276	0	0	0	0	0	0	0	0	0	0	0	0
MIR6816_ENSG00000278278	0	0	0	0	0	0	0	0	0	0	0	0
MIR7856_ENSG00000278281	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278287	0	0	0	0	0	0	0	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278291	0	0	0	0	10.74	0	0	0	0	0.55	0	0
RFPL4AP6_ENSG00000278292	0	0	0	0	0	0	0	0	0	4.28	0	0
ENSG00000278294	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3C	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD4P3_ENSG00000278301	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSG00000278305	0	0	0	0	0	0	0	0	0	0	0	0
GGNBP2	66.98	0	0	0	0	0	0	0	11.91	0	14.06	7.09
ENSG00000278313	0	0	0	0	0	0	0	0	0	0	0	0
H3P46_ENSG00000278317	0	0	0	0	0	0	0	0	0	0	0	0
ZNF229	0	0	0	0	55.19	0	0	0	0	0	0	4.91
ENSG00000278319	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278324	0	0	0	0	0	0	0	0	0	0	0	0
MIR6802_ENSG00000278328	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278330	0	0	0	0	0	0	30.74	0	0	10.79	0	0
RNU6-156P_ENSG00000278331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278332	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278333	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278334	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278337	0	0	0	0	0	0	0	0	0	0	0	0
VWA8-AS1	0	0	0	0	0	0	0	0	0	0	0	0
MIR6862-2_ENSG00000278340	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278341	0	0	0	0	0	0	0	0	0	0	0	4.68
ENSG00000278342	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278344	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278346	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278348	0	0	0	0	0	0	0	0	0	0	0	0
MIR6754_ENSG00000278349	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278351	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278356	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278358	0	0	0	0	0	0	0	0	0	0	0	0
MIR7155_ENSG00000278359	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278367	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278370	0	0	0	0	0	0	0	0	0	0	0	0
U4_ENSG00000278374	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278376	0	0	0.23	153.88	45.31	0.03	0	0	0	0	0	0
ENSG00000278381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278382	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278383	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278384	0	0	0	0.14	0	0	0	0	0	0	0	0
ENSG00000278385	0	0	0	0	0	0	45.43	0	0	0	0	0
ENSG00000278388	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278389	0	0	0	0	0	0	0	0	0	0	0	0
AL354696.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278391	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278395	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278396	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278399	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278400	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278404	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278406	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278410	0	0	0	0	0	0	0	0	0	0	0	0
MIR6854_ENSG00000278412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278413	0	0	0	0	0	0	0	0	0	0	0	0
PMS2P2_ENSG00000278416	2.87	0	0	0	0	0	0	0	0	0	5.41	0
MIR6512_ENSG00000278418	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278419	0	0	0	0	0	0	0	0	0	0	0	0
MIR6819_ENSG00000278420	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278421	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL331P_ENSG00000278422	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278424	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278428	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278431	0	0	0	0	0	0	0	0	0	0	0	0
MIR6070_ENSG00000278433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278434	0	0	0	0	0	0	0	0.09	0	0	0	0
MIR7849_ENSG00000278438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278441	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278445	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278446	0	0	0	0	0	0	0	0	0	0	0	0
MIR6781_ENSG00000278447	0	0	0	0	0	0	0	0	0	0	0	0
MIR6892_ENSG00000278449	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278454	0	0	0	0	0	0	0	0	0	0	0	0
CICP21_ENSG00000278455	0	0	0	0	18	0	0	0	0.03	0	0	0
ENSG00000278456	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278457	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278459	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278462	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2AB	38.45	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278464	0	0	0	0	0	0	0	0	0	0	0	0
MIR6769B_ENSG00000278465	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278467	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278469	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278472	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-41	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278475	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278477	0	0	0	0	0	0	0	0	0	179.22	0	0
ENSG00000278478	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB2P1_ENSG00000278480	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278482	0	0	0	0	0	0	0	0	0	0	0	0
MIR8087_ENSG00000278483	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278484	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278485	0	0	0	0	0	0	0	0	0	0	0	0
YRDCP1_ENSG00000278486	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278487	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278492	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278493	0	0	0	0	0	0	0	0	0	61.09	0	0
ENSG00000278496	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL759P_ENSG00000278497	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278498	0	0	0	0	0	0	0	0	0	0	0	0
NPAP1L_ENSG00000278499	0	0	0	0	0	0	0	0	0	0	0	0
MIR6082_ENSG00000278502	0	0	0	0	0	0	0	0	0	0	0	0
C17orf78	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278510	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278513	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278514	0	0	0	0	0	0	0	0	0	0	0	0
MIR6865_ENSG00000278517	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278518	0	0	0	0	0	0	0	0	0	0	0	0
MIR7851_ENSG00000278520	0	0	0	0	0	0	0	0	0	0	0	0
POTEB3	0	0	0	45	0	0	0	0.02	0	2.19	0	0
ENSG00000278523	0	0	0	0	0	0	0	0	0	0	0	0
MIR6810_ENSG00000278524	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL607P_ENSG00000278525	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278526	0	0	0	0	0	0	0	0	0	0	0	0
SNORD22_ENSG00000278527	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G10KP_ENSG00000278528	0	0	0	0	0	0	0	0	0	0	0	0
MIR8070_ENSG00000278529	0	0	0	0	0	0	0	0	0	0	0	0
CHMP1B2P_ENSG00000278530	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278531	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278532	0	0	0	0	0	0	0	0	0	0	0	0
DHRS11	0.03	0	0	0	0	2.5	0	0	0	0	0	0
IGKV2OR2-8	0	0	0	0	0	0	0	0	0	0	0	0
ACACA	69.58	0	0	0	119.82	0	0	0.1	0.01	1.18	0	68
ENSG00000278541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278543	0	0	0	0	0	0	0	0	0.03	0	0	0
ENSG00000278546	0	0	0	0	0	0	0	0	0	0	0	0
MIR6736_ENSG00000278549	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-368P_ENSG00000278551	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278552	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278554	0	0	0	0	0	0	0	0	0	0	0	0
TMEM191B	0	0	0	0	0	0	0	0	0	0	0	0
PTPN20CP_ENSG00000278561	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278569	0	0	0	0	0	0	0	0	0	0	0	0
NR2E3	0	0	0	0	21.95	0	0	0	0	0	0	0
MIR7161_ENSG00000278571	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278572	0	0	0	0	143.21	0	0	0	0	0	0	0
ENSG00000278573	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278576	0.01	0	0	0	0	0	0	0	0	0	0	0.7
ENSG00000278577	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278580	0.13	0	0	0	0	0	0	0	0	0	0	0
MIR6080_ENSG00000278581	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P5_ENSG00000278582	0	0	0	0	0	0	0	0	0	0	0	0
SNX3P1Y_ENSG00000278585	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278586	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278587	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H2BI	110.86	0	0	0	0	0	0	0	0	0	0	0
ZACNP1_ENSG00000278589	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL113P_ENSG00000278590	0	0	0	0	0	0	0	0	0	0	0	0
U2_ENSG00000278591	40.28	0	0	0	0	0	0	24.16	0	0	0	0
ENSG00000278592	0	0	0	0	0	0	0	0	0	202.66	0	0
ENSG00000278593	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278594	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278595	0	0	0	0	0	0	0	0	0	0	0	0
MIR6077_ENSG00000278596	0	0	0	0	0	0	0	0	0	0	0	0
MIR6775_ENSG00000278598	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3E	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278600	0	0	0	0	0	0	0	0	0.02	0	0	0
ENSG00000278601	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278602	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278603	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL429P_ENSG00000278604	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278607	0	0	0	0	38.78	0	0	0	0	0	0	0
ZNF426-DT	0	0	0	0	0	0	0	0	0	0	0	0
C11orf98	243.69	0	0	0	0	0	0	70.59	18.91	0	0	140.96
BEND3P3_ENSG00000278616	0	0	0	0	0	0	0	0	0	0	0	0
MIR8074_ENSG00000278617	0	0	0	0	0	0	0	0	0	0	0	0
MIR8069_ENSG00000278618	0	0	0	0	0	0	0	0	0	0	0	0
MRM1	0	0	0	0	0	0	0	0	0	5.95	0	0
AC037198.2	0	0	0	0	0	0	0	0	0	0	0	0
U6_ENSG00000278625	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278626	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278627	0	0	0	0	0	0	0	0	0	0	0	0
LINC02335	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHCP5_ENSG00000278631	0	0	0	0	223.85	0	0	0	0	0	0	0
ENSG00000278633	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278635	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278636	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H4A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278638	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278640	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L15_ENSG00000278641	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278642	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278643	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278646	0	0	0	0	0	0	0	0	0	0	0	0
CDK2AP2P1_ENSG00000278647	0	0	0	0	0	0	0	0	0	40.31	0	0
ENSG00000278650	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278654	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278655	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278657	0	0	0	0	0	0	95.46	0	0	0	0	0
MIR6826_ENSG00000278658	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ37	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L10	0.41	0	0	0	20.82	0	8.42	6.49	0	1.89	0.08	0
DUX4L10_ENSG00000278664	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278665	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278667	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278668	0	0	0	0	0	0	0	0	0	0	0	0
MIR8059_ENSG00000278672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278673	0	0	0	0	0	0	0	0	0	27.97	0	0
HIST1H2AM	252.27	351.26	0	0	0	0	0	0	0	0	0	53.53
CYCSP41_ENSG00000278678	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278681	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278683	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278684	0	0	0	0	0	0	0	0	0	0	0	0
IQCA1L	0	0	0	0	0	0	0	0	0.86	0	0	0
ENSG00000278687	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278690	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278694	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL82P_ENSG00000278696	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278698	0	0	0	0	4.29	0	0	0	0.1	0	0	0
ENSG00000278700	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278701	0	0	0	0	0	0	0	0	0.48	0	0	0
ENSG00000278702	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278703	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278704	0	0	0	0	12.55	0	0	0	0	0.7	0	0
HIST1H4B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278708	0	0	0	0	0	0	0	0	0	0	0	0
NKILA	0	0	0.16	0	48.67	0	563.52	0	0	0	0	0
ENSG00000278713	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116-20_ENSG00000278715	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278716	0	0	0	0	0	0	0	0	0	0	0	0
MCM8-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278720	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278722	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278724	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278725	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278727	0	0	0	0	30.22	14.33	0	0	0	16.14	0	0
ENSG00000278730	0.01	0	0	0	0	0	0	0	0	0	3.19	2.22
ENSG00000278732	6.77	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278733	0	0	0	0	465.21	0	0	0	0	0	0	0
ENSG00000278734	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278736	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278737	0	0	0	0	0	0	0	0	0	0	0	0
MIR6859-4_ENSG00000278739	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278740	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278743	0.04	0	0	0	0	0	0	0	0	83.46	0	0
ENSG00000278744	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278745	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL660P_ENSG00000278746	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278754	0	0	0	0	0	0	0	0	0	0	0	0
MIR6722_ENSG00000278756	0	0	0	0	0	0	0	0	0	0	0	0
U6_ENSG00000278757	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L11_ENSG00000278761	0	0	0	0	0	0	0	0	0	0	0	0
FAM27B_ENSG00000278763	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278765	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278766	0	0	0	0	55.87	0	0	0	0	0	0	0
BACE1-AS	1.66	0	0	0	0	0.61	0	0	0	0	0	0
ENSG00000278769	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278770	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL3_ENSG00000278771	69.75	0	564.71	17.72	0	126.27	202.87	318.16	218.27	86.22	171.74	24.47
ENSG00000278773	0	0	0	0	0	0	0	0	0	0	0	0
U2_ENSG00000278774	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278775	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278778	0	0	0	0	0	0	0	0	0	0	0	0
MIR6071_ENSG00000278783	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278784	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278785	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L12_ENSG00000278790	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278791	0	0	0	0	0	0	0	0	0	0	0	0
U6_ENSG00000278793	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278794	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278797	0	0	0	0	0	0	0	0	0	0	0	0
MIR6823_ENSG00000278799	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278802	0	0	0	0	0	0	0	0	0	0	0	0
AC236972.4	0	0	0	0	3.25	0	0	0	0.01	0	0	0
LINC00624	0	0	0	0	0	0	0	0	0	0.65	0	0
ENSG00000278813	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278816	0	0	0	0	0	0	0	0	0	3.03	0	0
ENSG00000278817	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278818	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278819	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278822	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278824	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL640P_ENSG00000278825	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H3H	54.35	0	0	0	0	0	0	0	0	20.32	12.9	21.72
ENSG00000278829	0	0	0	0	0	0	0	0	0	105.52	0	0
ENSG00000278830	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278831	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278834	0.03	0	0	72.73	0	0	0	12.74	0	0	0	0
ENSG00000278837	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278838	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278840	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278842	0	0	0	0	0	0	0	0	0	0	0	0
MRPL45	19.29	0	0	0	0	0	21.06	0	0	0	1.29	0
ENSG00000278847	0	0	0	0	0	0	0	0	0	0	0	0
TP53TG3F	0	0	0	0	0	0	0	0	0	0	0	0
MIR6879_ENSG00000278851	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278852	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278854	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1D-12	0	0	0	0	282.2	0	0	0	0	35.21	0	0
ENSG00000278859	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278860	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278861	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278862	0	0	0	0	20.92	0	0	0.04	0.01	2.12	0	0
ENSG00000278863	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278864	0	0	0	0	0	0	0	9.68	0	0	0	0
ENSG00000278865	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278866	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278867	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278869	0	0	0	0	0	0	0	0	0	0	0	0
OR51G1	0	0	0	0	5.13	0	0	0	0	0	0	0
ENSG00000278872	0	0	0	0	0	7.14	0	0	0	0	0	0
PRO1804_ENSG00000278873	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278874	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278875	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278876	0	0	0	0	318.41	0	0	0	0	22.43	0	0
ENSG00000278877	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278878	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278880	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278881	0	0	0	0	0	0	0	0	0	2.05	0	0
ENSG00000278884	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278885	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278886	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278887	0	0	0	0	0	0	0	0	0	0	0	0
OR2S2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278890	0	0	0	0	22.47	0	0	0	0.01	13.29	0	0
ENSG00000278891	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278892	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278893	0	0	0	0	0	0	0	0	0	0	0	2.01
ENSG00000278894	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278895	0	0	0	0	0	0	0	0	0	3.89	0	0
ENSG00000278896	0	0	0	0	39.79	0	4.91	0	0	0.1	0	0
ENSG00000278897	0	0	0	0	0	0	0	0	0	0.11	0	0
ENSG00000278898	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278899	0	0	0	0	115.9	0	0	0	0	0.23	0	0
ENSG00000278900	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278901	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278902	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278903	0.01	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278905	0	0	0	0	0	0	0	0	0	2.31	0	0
ENSG00000278907	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278908	0	0	0	0	17.29	0	0	0	0	0	0	0
ENSG00000278909	0	0	0	0	0	0	0	0.04	0	0	0	0
BANCR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278911	0	0	0	0	8.75	0	0	0	0	0	0	0
ENSG00000278912	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278913	0	0	0	0	27.27	0	0	0	0	3.08	0	0
ENSG00000278914	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278915	0	0	0	0	0	0	0	0	0	0	0	0
CEP83-DT	0	0	0	0	9.48	0	0	0.05	0.02	0	0	0
ENSG00000278917	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278918	0	0	0	0	0	0	0	0	2.13	0	0	0
ENSG00000278920	0	0	0	0	0	0	0	0	0	0.94	0	0
EPB41L4A-DT	0.02	0	0	0	0	0	0	0	0	9.18	0	0
ENSG00000278922	0	0	0	0	0	0	0	0	0	8.8	0	0
ENSG00000278923	0	0	0	0	0	0	0	0	0	0	0	2.66
ENSG00000278924	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278925	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278926	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278928	0	0	0	0	27.11	0	0	0	0	0	0	0
ENSG00000278929	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278931	0	0	0	0	0	0	0	0	0	17.09	0	2.57
ENSG00000278932	0	0	17.93	127.45	25.15	0	0	0.08	0.27	23.1	0	0
ENSG00000278933	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278934	0	0	0	0.13	0	0	0	0	0	0	0	0
ENSG00000278935	0	0	0	0.05	34.59	1.82	0	1.91	0.13	0.16	0	0
ENSG00000278936	0	0	0	0	0	0	0	0	0	0	0	0
SMG6-IT1_ENSG00000278941	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278942	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278943	0	0	0	0	0	0	0	0.14	0	0	0	0
ENSG00000278944	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278945	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278946	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278948	0	0	0	0	0	0	0	0	0	0	0	0.58
ENSG00000278949	0	0	0	0	0	0	0	6.38	0.02	0	0	0
ENSG00000278950	0	0	0	0	47.83	0	0	0.06	0	5.39	0	0
ENSG00000278952	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278953	0	0	0	0	0	0	0	0	0	0	0	0
